File Name,Path,Min(index),Max(index),Sum(index),Avg(index),Min(Rank),Max(Rank),Sum(Rank),Avg(Rank),Min(Year),Max(Year),Sum(Year),Avg(Year),Min(North America),Max(North America),Sum(North America),Avg(North America),Min(Europe),Max(Europe),Sum(Europe),Avg(Europe),Min(Japan),Max(Japan),Sum(Japan),Avg(Japan),Min(Rest of World),Max(Rest of World),Sum(Rest of World),Avg(Rest of World),Min(Global),Max(Global),Sum(Global),Avg(Global),Min(Review),Max(Review),Sum(Review),Avg(Review),Record Count
Video-Games-Sales.csv,Video-Games-Sales.csv,0,1906,1817371,953.0,1,1907,1819278,954.0,1983.0,2012.0,3763074.0,2003.7667731629392,0.0,40.43,2400.51,1.2587886733088622,0.0,28.39,1347.6299999999999,0.7066754063974829,0.0,7.2,605.46,0.3174934452018878,0.0,8.54,393.74,0.20647089669638174,0.83,81.12,4746.9800000000005,2.489239643418983,30.5,97.0,150727.33,79.03897745149449,1907
